policyID,county,hu_site_limit,fr_site_limit,tiv_2012,hu_site_deductible
506031,ALACHUA COUNTY,1531530,1531530,1527819.1,30630.6,
959917,ALACHUA COUNTY,492750,492750,643596.54,9855,
190984,ALACHUA COUNTY,81540,81540,70238.56,1630.8,
325865,ALACHUA COUNTY,4140,4140,4436.05,82.8,
554287,ALACHUA COUNTY,2700,2700,3884.31,54,
174774,ALACHUA COUNTY,3825,3825,3752.85,76.5,
486753,ALACHUA COUNTY,900,900,1140.67,18,
783235,ALACHUA COUNTY,32850000,32850000,33120000,1641375,
677211,ALACHUA COUNTY,274203.9,0,428107.42,0,
820559,ALACHUA COUNTY,27614.88,0,25002.73,0,
940202,ALACHUA COUNTY,10440000,0,17190000,0,
757333,ALACHUA COUNTY,244846.56,0,253631.66,0,
714890,ALACHUA COUNTY,145894.31,0,214289.56,0,
459270,ALACHUA COUNTY,9270000,0,12780000,0,
722732,ALACHUA COUNTY,821700,821700,1234127.66,0,
496660,ALACHUA COUNTY,309761.1,309761.1,257721.24,0,
576093,ALACHUA COUNTY,8516443.5,8516443.5,8124048.37,0,
640809,ALACHUA COUNTY,72990,72990,119995.56,1459.8,
536908,ALACHUA COUNTY,60795,60795,82068.39,1215.9,
381188,ALACHUA COUNTY,3825,3825,5584.6,76.5,
564004,ALACHUA COUNTY,3825,3825,4119.98,76.5,
277196,ALACHUA COUNTY,450,450,641.66,9,
868425,ALACHUA COUNTY,630,630,1094.19,12.6,
744201,ALACHUA COUNTY,5625,5625,7298.87,112.5,
426696,ALACHUA COUNTY,537570,537570,496714.68,10751.4,
501540,ALACHUA COUNTY,910530,910530,1311172.31,18210.6,
240761,ALACHUA COUNTY,72990,72990,80959.34,1459.8,
285066,ALACHUA COUNTY,72990,72990,83418.52,1459.8,
907366,ALACHUA COUNTY,2088,2088,2124.82,0,
873978,ALACHUA COUNTY,2088,2088,2110.84,0,
189156,ALACHUA COUNTY,720,720,857.08,14.4,
661127,ALACHUA COUNTY,450,450,574.31,9,
330436,ALACHUA COUNTY,3825,3825,5998.82,76.5,
309393,ALACHUA COUNTY,3825,3825,5634.8,76.5,
490810,ALACHUA COUNTY,5220,5220,6836.53,104.4,
311668,ALACHUA COUNTY,3280770,3280770,4436913.35,65615.4,
551311,ALACHUA COUNTY,4050,4050,5465.31,81,
492425,ALACHUA COUNTY,2700,2700,4151.35,54,
103067,ALACHUA COUNTY,3825,3825,6515.96,76.5,
743314,ALACHUA COUNTY,6606,6606,10017.88,0,
114275,ALACHUA COUNTY,19170000,0,19350000,0,
557111,ALACHUA COUNTY,22500,22500,28459.44,1125,
115105,ALACHUA COUNTY,257736.6,0,432997.49,0,
814658,ALACHUA COUNTY,484672.5,0,423409.9,0,
212733,ALACHUA COUNTY,23490000,0,29070000,0,
250051,ALACHUA COUNTY,1254004.2,1254004.2,1754671.65,0,
976680,ALACHUA COUNTY,11520000,11520000,9810000,0,
370443,ALACHUA COUNTY,156225.87,0,241790.78,0,
928708,ALACHUA COUNTY,298533.6,298533.6,430783.98,0,
305016,ALACHUA COUNTY,8321.94,0,8295.89,0,
572009,ALACHUA COUNTY,18493.2,18493.2,15152.87,0,
543040,ALACHUA COUNTY,16643.88,0,19713.01,0,
612148,ALACHUA COUNTY,9450,9450,10169.26,189,
174405,ALACHUA COUNTY,2700,2700,2996.7,54,
693595,ALACHUA COUNTY,3825,3825,6580.63,76.5,
651633,ALACHUA COUNTY,3825,3825,5546.28,76.5,
585488,ALACHUA COUNTY,4500,4500,3898.82,90,
799278,ALACHUA COUNTY,59130,59130,48261.43,1182.6,
619573,ALACHUA COUNTY,97290,97290,167920.21,1945.8,
568560,ALACHUA COUNTY,89550,89550,98922.3,1791,
640514,ALACHUA COUNTY,89550,89550,98785.29,1791,
903984,ALACHUA COUNTY,1613880,1613880,2470782.5,32277.6,
898724,ALACHUA COUNTY,1972350,1972350,2087535.24,39447,
721985,ALACHUA COUNTY,16290,16290,23155.78,325.8,
356029,ALACHUA COUNTY,3780,3780,4604.04,75.6,
823719,ALACHUA COUNTY,62190,62190,63345.24,1243.8,
561779,ALACHUA COUNTY,3825,3825,3513.47,76.5,
468927,ALACHUA COUNTY,22320,22320,25444.8,446.4,
612143,ALACHUA COUNTY,13950,13950,18419.65,279,
531633,ALACHUA COUNTY,360,360,439.88,7.2,
950054,ALACHUA COUNTY,360,360,414.2,7.2,
475441,ALACHUA COUNTY,360,360,303.34,7.2,
227635,ALACHUA COUNTY,360,360,347.57,7.2,
766163,ALACHUA COUNTY,360,360,487.13,7.2,
190127,ALACHUA COUNTY,360,360,370.82,7.2,
166627,ALACHUA COUNTY,360,360,521.46,7.2,
473816,ALACHUA COUNTY,2700,2700,3036.85,54,
996781,ALACHUA COUNTY,810,810,735.35,16.2,
260263,ALACHUA COUNTY,1832220,1832220,2311983.14,36644.4,
880211,ALACHUA COUNTY,710820,710820,813817.82,14216.4,
338320,ALACHUA COUNTY,450,450,650.25,9,
973207,ALACHUA COUNTY,3825,3825,2831.66,76.5,
301415,ALACHUA COUNTY,450,450,709.16,9,
526260,ALACHUA COUNTY,450,450,440.05,9,
323950,ALACHUA COUNTY,450,450,503.95,9,
793105,ALACHUA COUNTY,83250,83250,118631.25,1665,
859188,ALACHUA COUNTY,72990,72990,117244.13,1459.8,
583408,ALACHUA COUNTY,2416050,2416050,2236940.97,48321,
747124,ALACHUA COUNTY,4500,4500,6416.6,90,
529087,ALACHUA COUNTY,1415610,1415610,2109047.97,28312.2,
267261,ALACHUA COUNTY,1015290,1015290,873311.85,20305.8,
417329,ALACHUA COUNTY,72990,72990,76976.71,1459.8,
503707,ALACHUA COUNTY,72990,72990,100551.02,1459.8,
972666,ALACHUA COUNTY,2700,2700,2460.03,54,
774345,ALACHUA COUNTY,3825,3825,3255.76,76.5,
575489,ALACHUA COUNTY,540,540,668,10.8,
666776,ALACHUA COUNTY,73890,73890,118176.71,1477.8,
834123,ALACHUA COUNTY,2003850,2003850,1569735.94,40077,
333300,ALACHUA COUNTY,450,450,650.92,9,
672503,ALACHUA COUNTY,2700,2700,3871.26,54,
991190,ALACHUA COUNTY,450,450,661.5,9,
615611,ALACHUA COUNTY,540,540,484.38,10.8,
658542,ALACHUA COUNTY,962190,962190,1258140.4,19243.8,
228557,ALACHUA COUNTY,290405.7,0,488913.1,0,
625351,ALACHUA COUNTY,292668.3,0,414305.93,0,
841935,ALACHUA COUNTY,69473.08,0,78870.01,0,
825567,ALACHUA COUNTY,88792.67,0,126534.88,0,
205189,ALACHUA COUNTY,32229.99,0,33453.19,0,
543969,ALACHUA COUNTY,2245659.12,0,3078286.64,0,
411858,ALACHUA COUNTY,4304.67,0,7262.84,0,
439517,ALACHUA COUNTY,4950876.26,0,6140076.73,0,
739886,ALACHUA COUNTY,156225.87,0,230844.34,0,
171105,ALACHUA COUNTY,156225.87,0,242705.01,0,
712747,ALACHUA COUNTY,354220.16,0,285137.31,0,
432029,ALACHUA COUNTY,1098117.03,0,1287168.85,0,
412298,ALACHUA COUNTY,211500,211500,320041.8,0,
909029,ALACHUA COUNTY,113400,113400,118911.24,0,
964319,ALACHUA COUNTY,4776797.7,4776797.7,6175252.99,0,
725940,ALACHUA COUNTY,825750,825750,871445.35,16515,
790049,ALACHUA COUNTY,1000530,1000530,1221046.81,20010.6,
891998,ALACHUA COUNTY,3825,3825,5068.13,76.5,
214316,ALACHUA COUNTY,4860,4860,6107.74,97.2,
682037,ALACHUA COUNTY,2610,2610,3339.46,52.2,
731377,ALACHUA COUNTY,340830,340830,308110.32,6816.6,
774225,ALACHUA COUNTY,72990,72990,88017.91,1459.8,
777479,ALACHUA COUNTY,143100,143100,195875.28,2862,
283696,ALACHUA COUNTY,1350,1350,1735.74,27,
494556,ALACHUA COUNTY,3825,3825,4469.68,76.5,
570186,ALACHUA COUNTY,450,450,619.86,9,
738344,ALACHUA COUNTY,903690,903690,1189725.96,18073.8,
691806,ALACHUA COUNTY,9450,9450,9535.91,189,
514421,ALACHUA COUNTY,178110,178110,249553.48,3562.2,
919777,ALACHUA COUNTY,5400,5400,8106.48,108,
875809,ALACHUA COUNTY,72900,72900,115350.25,1458,
487845,ALACHUA COUNTY,1203480,1203480,1872735.23,24069.6,
776889,ALACHUA COUNTY,4562550,4562550,5147432.41,91251,
145152,ALACHUA COUNTY,72990,72990,55533.42,1459.8,
272473,ALACHUA COUNTY,4950,4950,5896.94,99,
300531,ALACHUA COUNTY,4860,4860,5145.08,97.2,
221565,ALACHUA COUNTY,1800,1800,2260.03,36,
583782,ALACHUA COUNTY,1800,1800,2672.64,36,
248362,ALACHUA COUNTY,900,900,771.12,18,
919884,ALACHUA COUNTY,3825,3825,5916.88,76.5,
294994,ALACHUA COUNTY,3825,3825,5866.13,76.5,
740050,ALACHUA COUNTY,12546,12546,12033.81,0,
937348,ALACHUA COUNTY,16740,16740,13267.12,334.8,
904868,ALACHUA COUNTY,6300,6300,7531.18,126,
438319,ALACHUA COUNTY,207225,0,255735.96,0,
375817,ALACHUA COUNTY,284359.5,0,403832.01,0,
699820,ALACHUA COUNTY,530294.4,0,697761.37,0,
531391,ALACHUA COUNTY,310919.17,0,479903.74,0,
442495,ALACHUA COUNTY,7176.26,0,7730.98,0,
295092,ALACHUA COUNTY,904824.9,904824.9,1267633.45,0,
627781,MARION COUNTY,163260,163260,203721.05,0,
511270,ALACHUA COUNTY,1110780,1110780,1776621.52,22215.6,
450711,ALACHUA COUNTY,2150550,2150550,1935804.68,43011,
762561,ALACHUA COUNTY,418968,0,340977.94,0,
755809,ALACHUA COUNTY,7176.26,0,9918.92,0,
314536,ALACHUA COUNTY,56105.13,0,48208.22,0,
839718,ALACHUA COUNTY,544952.62,0,795644.45,0,
502013,ALACHUA COUNTY,103555.86,0,120865.84,0,
235541,ALACHUA COUNTY,86414.32,0,127941.5,0,
994938,ALACHUA COUNTY,76313.95,0,72940.87,0,
754910,ALACHUA COUNTY,76313.95,0,89633.02,0,
246882,GILCHRIST COUNTY,5155.99,0,7900.97,0,
367269,LEVY COUNTY,242874,242874,300206.84,0,
134515,LEVY COUNTY,4146.46,0,4756.51,0,
979862,LEVY COUNTY,25915.38,0,34651.04,0,
464580,LEVY COUNTY,301153.29,0,453638.05,0,
814060,LEVY COUNTY,15281.78,0,17284,0,
277609,LEVY COUNTY,315131.01,0,369883.13,0,
694544,LEVY COUNTY,93785.35,0,87145.35,0,
296382,LEVY COUNTY,93785.35,0,142354.91,0,
995962,LEVY COUNTY,124985.41,0,148338.18,0,
647401,BRADFORD COUNTY,21848.84,0,20050.37,0,
194039,LEVY COUNTY,225450,225450,232982.28,0,
477702,LEVY COUNTY,56113.2,0,52187.74,0,
836650,LEVY COUNTY,56113.2,0,77991.73,0,
976201,LEVY COUNTY,56113.2,0,63738.75,0,
481307,LEVY COUNTY,56113.2,0,58813.81,0,
437839,LEVY COUNTY,108770.94,0,139618.81,0,
176332,LEVY COUNTY,593576.6,0,742436.12,0,
163701,LEVY COUNTY,4590,4590,7287.08,0,
146582,LEVY COUNTY,53630.28,0,61907.58,0,
598225,LEVY COUNTY,48082.32,0,50510.67,0,
959619,LEVY COUNTY,139743,0,192124.83,0,
573884,LEVY COUNTY,352611,0,524262.03,0,
277922,LEVY COUNTY,42473.28,0,38606.51,0,
529507,LEVY COUNTY,207647.14,0,258353.74,0,
478152,LEVY COUNTY,37754.03,0,57440.18,0,
558716,LEVY COUNTY,1263582.12,0,1366829.41,0,
248008,LEVY COUNTY,145669.86,0,236138.12,0,
707170,LEVY COUNTY,110954.87,0,105364.96,0,
259349,LEVY COUNTY,128429.64,0,111074.17,0,
484700,LEVY COUNTY,110954.87,0,118832.66,0,
195053,LEVY COUNTY,110954.87,0,127174.69,0,
181557,LEVY COUNTY,110954.87,0,88794.96,0,
243916,LEVY COUNTY,163402.75,0,123046.19,0,
352258,LEVY COUNTY,163402.75,0,151670.43,0,
553714,LEVY COUNTY,190560.41,0,322496.06,0,
277120,DIXIE COUNTY,171000,171000,197442.93,0,
299885,DIXIE COUNTY,591769.76,0,537450.03,0,
816302,DIXIE COUNTY,5264.54,0,4508.62,0,
211679,DIXIE COUNTY,956168.85,0,959575.68,0,
337722,DIXIE COUNTY,93147.9,0,103561.84,0,
751834,DIXIE COUNTY,25245.33,0,32512.24,0,
501302,DIXIE COUNTY,22445.28,0,27696.58,0,
920101,DIXIE COUNTY,394417.41,0,437008.57,0,
659884,DIXIE COUNTY,22445.28,0,39125.94,0,
511815,DIXIE COUNTY,10501.02,0,13391.18,0,
386181,MARION COUNTY,321781.68,0,292338.66,0,
255261,ALACHUA COUNTY,208350,208350,297398.79,0,
146087,PUTNAM COUNTY,118885.5,118885.5,106140.97,0,
770346,ALACHUA COUNTY,37911.06,0,61853.41,0,
273959,ALACHUA COUNTY,61920,61920,93293.87,1238.4,
401448,ALACHUA COUNTY,540,540,492.89,10.8,
114088,ALACHUA COUNTY,1558053,1558053,1978153.95,0,
890709,ALACHUA COUNTY,473040,473040,728238.46,9460.8,
584214,ALACHUA COUNTY,1800,1800,2814.59,36,
914371,ALACHUA COUNTY,2700,2700,2551.5,54,
589278,ALACHUA COUNTY,900,900,1092.14,18,
153612,ALACHUA COUNTY,18108,18108,16327.62,0,
165530,ALACHUA COUNTY,3474,3474,5143.26,0,
858776,ALACHUA COUNTY,4500,4500,4145.54,90,
318256,PUTNAM COUNTY,4500,4500,6570.72,90,
716773,PUTNAM COUNTY,19890,19890,18975.06,397.8,
733703,PUTNAM COUNTY,19890,19890,25042.7,397.8,
922931,ALACHUA COUNTY,215826.3,0,283767.34,0,
283227,PUTNAM COUNTY,21884.34,0,30582.93,0,
501053,ALACHUA COUNTY,12874.44,0,20639.95,0,
215002,PUTNAM COUNTY,49517.07,0,54583.36,0,
599506,PUTNAM COUNTY,49517.07,0,39340.07,0,
861782,PUTNAM COUNTY,673035.99,0,653585.25,0,
596719,PUTNAM COUNTY,33671.61,0,32602.2,0,
788553,PUTNAM COUNTY,158454.62,0,156710.35,0,
884605,PUTNAM COUNTY,7922.73,0,9508.32,0,
866154,PUTNAM COUNTY,20797.17,0,28907.23,0,
773718,ALACHUA COUNTY,96514.7,0,100114.21,0,
722333,ALACHUA COUNTY,96514.7,0,82234,0,
773871,ALACHUA COUNTY,108859.6,0,150326.51,0,
571225,ALACHUA COUNTY,108859.6,0,93390.21,0,
735423,ALACHUA COUNTY,96514.7,0,97064.44,0,
714858,ALACHUA COUNTY,122326.77,0,153162.9,0,
269602,ALACHUA COUNTY,106200,106200,160313.79,2124,
531488,ALACHUA COUNTY,133110,133110,175129.1,0,
799531,ALACHUA COUNTY,25650,25650,27623,513,
537729,ALACHUA COUNTY,6480,6480,8824.35,129.6,
872479,ALACHUA COUNTY,892530,892530,1230986.3,17850.6,
665134,ALACHUA COUNTY,23670,23670,34510.03,473.4,
384225,ALACHUA COUNTY,823500,823500,830985.62,16470,
517870,ALACHUA COUNTY,73890,73890,82875.76,1477.8,
695321,ALACHUA COUNTY,3825,3825,4536.66,76.5,
608422,ALACHUA COUNTY,3474,3474,6069.04,0,
110174,ALACHUA COUNTY,450,450,503.71,9,
155111,ALACHUA COUNTY,450,450,720.36,9,
324939,ALACHUA COUNTY,450,450,828.74,9,
946484,ALACHUA COUNTY,2555010,2555010,2397169.15,51100.2,
984466,ALACHUA COUNTY,72990,72990,68804.46,1459.8,
490831,ALACHUA COUNTY,7830,7830,10566.27,156.6,
264647,ALACHUA COUNTY,450,450,716.82,9,
237017,ALACHUA COUNTY,3825,3825,5995.39,76.5,
951004,ALACHUA COUNTY,5220,5220,5793.62,104.4,
473686,ALACHUA COUNTY,5220,5220,7780.83,104.4,
688438,ALACHUA COUNTY,18108,18108,16899.11,0,
266479,ALACHUA COUNTY,3474,3474,5742.52,0,
286882,ALACHUA COUNTY,810,810,1103.88,16.2,
357526,ALACHUA COUNTY,29287.8,29287.8,49819.25,0,
843111,ALACHUA COUNTY,84420,84420,87754.59,1688.4,
640343,ALACHUA COUNTY,6210,6210,9617.95,124.2,
820364,ALACHUA COUNTY,2700,2700,4409.56,54,
201427,ALACHUA COUNTY,2088,2088,2716.14,0,
598335,ALACHUA COUNTY,1981980,1981980,2472321.85,39639.6,
346388,ALACHUA COUNTY,72990,72990,76516.88,1459.8,
269438,ALACHUA COUNTY,2700,2700,3584.93,54,
765606,ALACHUA COUNTY,450,450,466.17,9,
291804,ALACHUA COUNTY,450,450,482.48,9,
498368,ALACHUA COUNTY,450,450,433.87,9,
712339,ALACHUA COUNTY,962550,962550,1509744.27,19251,
415217,ALACHUA COUNTY,166950,166950,145847.52,3339,
552955,ALACHUA COUNTY,2700,2700,3377.62,54,
600018,ALACHUA COUNTY,3825,3825,3178.42,76.5,
420605,ALACHUA COUNTY,3825,3825,4229.32,76.5,
259906,ALACHUA COUNTY,6300,6300,5362.74,126,
150874,ALACHUA COUNTY,540,540,712.16,10.8,
121963,ALACHUA COUNTY,14400000,14400000,18000000,287589.6,
500078,ALACHUA COUNTY,84420,84420,96329.47,1688.4,
126900,ALACHUA COUNTY,450,450,379.01,9,
142216,ALACHUA COUNTY,123840,123840,142795.94,2476.8,
207069,ALACHUA COUNTY,3825,3825,5708.22,76.5,
252986,ALACHUA COUNTY,5220,5220,4659.48,104.4,
559257,ALACHUA COUNTY,5220,5220,5752.44,104.4,
170435,ALACHUA COUNTY,3474,3474,3519.74,0,
126764,ALACHUA COUNTY,450,450,563.77,9,
651695,ALACHUA COUNTY,871650,871650,1232363.18,17433,
495236,ALACHUA COUNTY,12240,12240,12820.42,244.8,
659171,ALACHUA COUNTY,369630,369630,394234.42,7392.6,
831292,ALACHUA COUNTY,8190,8190,10027.02,163.8,
518164,ALACHUA COUNTY,48690,48690,50170.18,973.8,
136434,ALACHUA COUNTY,16200,16200,12299.04,324,
661198,ALACHUA COUNTY,3330,3330,4945.05,66.6,
267867,ALACHUA COUNTY,90090,90090,120583.66,1801.8,
168548,ALACHUA COUNTY,360090,360090,310066.3,7201.8,
301194,ALACHUA COUNTY,259560,259560,249969.26,5191.2,
152276,ALACHUA COUNTY,47430,47430,47140.11,948.6,
924057,ALACHUA COUNTY,69570,69570,63174.29,1391.4,
953842,ALACHUA COUNTY,4750290,4750290,6074290.83,95005.8,
313609,ALACHUA COUNTY,450,450,611.84,9,
659005,ALACHUA COUNTY,2088,2088,2776.35,0,
511474,ALACHUA COUNTY,3600,3600,4161.4,72,
954416,ALACHUA COUNTY,21884.34,0,20216.53,0,
218842,ALACHUA COUNTY,5081196.43,0,4396108.87,0,
301366,COLUMBIA COUNTY,1849905,1849905,2870127.61,0,
724440,ALACHUA COUNTY,19417.86,0,25929.83,0,
185905,ALACHUA COUNTY,61027.56,0,45710.62,0,
361719,ALACHUA COUNTY,142830,142830,100043.13,2856.6,
501178,ALACHUA COUNTY,198360,198360,235443.8,3967.2,
546320,ALACHUA COUNTY,447930,447930,371062.52,8958.6,
864039,ALACHUA COUNTY,25830,25830,24875.58,516.6,
701602,ALACHUA COUNTY,72990,72990,112813.34,1459.8,
260827,ALACHUA COUNTY,450,450,549.53,9,
136694,ALACHUA COUNTY,450,450,435.66,9,
206988,ALACHUA COUNTY,1080,1080,1236.06,21.6,
698395,ALACHUA COUNTY,3825,3825,3091.88,76.5,
936616,ALACHUA COUNTY,3825,3825,5200.71,76.5,
976139,ALACHUA COUNTY,3825,3825,4641.59,76.5,
540333,ALACHUA COUNTY,3825,3825,5631.65,76.5,
433804,ALACHUA COUNTY,3825,3825,5953.47,76.5,
415424,ALACHUA COUNTY,40838.44,0,35725.46,0,
285787,ALACHUA COUNTY,956307.53,0,1057679.96,0,
791792,ALACHUA COUNTY,1042863.74,0,1430385.65,0,
127522,ALACHUA COUNTY,140507.44,0,132567.08,0,
616700,ALACHUA COUNTY,625070.7,0,558006.86,0,
418722,ALACHUA COUNTY,22445.28,0,25997.65,0,
167286,ALACHUA COUNTY,134334.99,0,174007.47,0,
694034,ALACHUA COUNTY,673358.35,0,958929.62,0,
594214,ALACHUA COUNTY,117837.71,0,168875.58,0,
284125,ALACHUA COUNTY,39279.24,0,39761.74,0,
956632,ALACHUA COUNTY,28056.6,0,37796.05,0,
805105,DIXIE COUNTY,16200,0,17951.67,486,
535709,DIXIE COUNTY,44890.56,0,48309.42,0,
660667,ALACHUA COUNTY,148500,148500,234480.02,0,
212800,ALACHUA COUNTY,72990,72990,96756.27,1459.8,
296771,ALACHUA COUNTY,72990,72990,67540.86,1459.8,
750982,ALACHUA COUNTY,450,450,686.16,9,
662289,ALACHUA COUNTY,3600,3600,2687.39,72,
424964,ALACHUA COUNTY,21870,21870,30878.69,437.4,
431081,ALACHUA COUNTY,3825,3825,5166.23,76.5,
823053,ALACHUA COUNTY,3825,3825,5657.02,76.5,
268806,ALACHUA COUNTY,450,450,477.22,9,
120617,ALACHUA COUNTY,370749.6,0,361327.37,0,
176905,ALACHUA COUNTY,751500,751500,749192.9,22545,
890018,CLAY COUNTY,177534.72,0,141118.8,0,
201251,CLAY COUNTY,3793.74,0,4556.99,0,
230940,CLAY COUNTY,41013.43,0,75965.08,0,
315790,CLAY COUNTY,28869.12,0,38460.59,0,
858397,CLAY COUNTY,141864.26,0,244043.98,0,
506347,CLAY COUNTY,553388.33,0,777222.85,0,
632481,CLAY COUNTY,25467.53,0,32139.9,0,
992295,CLAY COUNTY,35912.45,0,47885.65,0,
810240,ALACHUA COUNTY,298539.9,0,340335.49,0,
426375,MARION COUNTY,156250.28,0,214926.64,0,
729735,ALACHUA COUNTY,198000,198000,283140,0,
305757,PUTNAM COUNTY,1043266.77,0,1173205.65,0,
876369,ALACHUA COUNTY,139050,139050,187717.5,0,
751981,MARION COUNTY,18000,18000,28791.27,0,
446471,ALACHUA COUNTY,9832.12,0,11999.95,0,
343094,ALACHUA COUNTY,651600,651600,855024.31,32580,
235507,MARION COUNTY,253785.39,0,317892.09,0,
876161,ALACHUA COUNTY,1557000,1557000,1666924.2,31140,
132747,ALACHUA COUNTY,256923,256923,212103.3,0,
896805,ALACHUA COUNTY,843750,843750,884911.5,16875,
768471,ALACHUA COUNTY,72990,72990,116982.53,1459.8,
453462,ALACHUA COUNTY,2700,2700,3340.01,54,
429609,ALACHUA COUNTY,3825,3825,4763.55,76.5,
333942,ALACHUA COUNTY,6480,6480,7797.77,129.6,
290904,ALACHUA COUNTY,1723050,1723050,2466890.69,34461,
879685,ALACHUA COUNTY,7650,7650,8681.5,153,
521304,ALACHUA COUNTY,55440,55440,67721.62,1108.8,
439619,ALACHUA COUNTY,450,450,418.52,9,
837140,ALACHUA COUNTY,2070,2070,2911.46,41.4,
518796,ALACHUA COUNTY,2250,2250,4062.15,45,
870208,ALACHUA COUNTY,2700,2700,3894.16,54,
176635,ALACHUA COUNTY,900,900,1340.07,18,
620223,ALACHUA COUNTY,5211,5211,7053.61,0,
819173,ALACHUA COUNTY,12546,12546,16736.68,0,
381133,ALACHUA COUNTY,5040,5040,8522.59,100.8,
786415,ALACHUA COUNTY,3600,3600,4041.72,72,
459492,ALACHUA COUNTY,810,810,1321.97,16.2,
776180,ALACHUA COUNTY,2057040,2057040,1839438.08,41140.8,
645413,ALACHUA COUNTY,1800,1800,1789.34,36,
330131,ALACHUA COUNTY,726975,726975,940984.81,14539.5,
193853,ALACHUA COUNTY,3825,3825,3756.49,76.5,
574062,ALACHUA COUNTY,3825,3825,3658,76.5,
520968,ALACHUA COUNTY,3825,3825,5252.98,76.5,
412864,ALACHUA COUNTY,3825,3825,5206.16,76.5,
700522,ALACHUA COUNTY,3825,3825,5564.9,76.5,
430786,ALACHUA COUNTY,206439.3,0,325319.44,0,
773306,ALACHUA COUNTY,9270000,0,13680000,0,
448405,ALACHUA COUNTY,76313.95,0,90477.81,0,
725495,ALACHUA COUNTY,97636.96,0,91750.23,0,
423691,ALACHUA COUNTY,86414.32,0,90527.64,0,
662352,ALACHUA COUNTY,76313.95,0,100028.5,0,
711972,ALACHUA COUNTY,67335.83,0,64649.54,0,
689910,ALACHUA COUNTY,97636.96,0,74551.68,0,
141014,DIXIE COUNTY,113464.8,113464.8,127006.6,0,
310528,DIXIE COUNTY,1655.34,0,1729.52,0,
643885,DIXIE COUNTY,336005.81,0,284344.25,0,
874806,DIXIE COUNTY,323212.01,0,326411.48,0,
414688,DIXIE COUNTY,154872.42,0,129084.61,0,
878797,DIXIE COUNTY,44890.56,0,64905.01,0,
320663,DIXIE COUNTY,420848.97,0,440586.78,0,
763644,DIXIE COUNTY,23118.64,0,30258.16,0,
107496,MARION COUNTY,316710,316710,491328.06,0,
549765,MARION COUNTY,190733.4,190733.4,232256.06,0,
370819,MARION COUNTY,385933.5,0,304976.23,0,
539443,MARION COUNTY,1894708.31,0,2898107.93,0,
800870,MARION COUNTY,295026.35,0,350278.88,0,
714060,MARION COUNTY,28056.6,0,34856.39,0,
732949,GILCHRIST COUNTY,482400,482400,511292.87,0,
853914,LEVY COUNTY,391927.5,0,539260.89,0,
708797,LEVY COUNTY,388437.24,0,570488.83,0,
409540,GILCHRIST COUNTY,16055.27,0,17330.32,0,
789151,GILCHRIST COUNTY,29230.02,0,25437.83,0,
750055,GILCHRIST COUNTY,70607.42,0,106371.2,0,
636585,GILCHRIST COUNTY,37213.9,0,55274.04,0,
560625,GILCHRIST COUNTY,451.25,0,642.17,0,
335514,GILCHRIST COUNTY,107331.73,0,154183.32,0,
418218,GILCHRIST COUNTY,416306.53,0,640221.16,0,
222081,GILCHRIST COUNTY,196756,0,350115.49,0,
270844,GILCHRIST COUNTY,799354.92,0,1097354.43,0,
467960,GILCHRIST COUNTY,52638.67,0,55180.01,0,
160665,GILCHRIST COUNTY,29567.16,0,44109.83,0,
151509,GILCHRIST COUNTY,1294329.41,0,1049960.02,0,
699237,GILCHRIST COUNTY,15092.21,0,17413.75,0,
860564,GILCHRIST COUNTY,90714.84,0,124846.84,0,
618365,GILCHRIST COUNTY,28056.6,0,39916.68,0,
826562,GILCHRIST COUNTY,143818.12,0,215202.53,0,
917073,GILCHRIST COUNTY,166959.2,0,191151.59,0,
686094,ALACHUA COUNTY,72990,72990,84217.61,1459.8,
982658,ALACHUA COUNTY,5220,5220,6694.32,104.4,
405221,ALACHUA COUNTY,450,450,624.94,9,
878537,ALACHUA COUNTY,2700,2700,2627.38,54,
240327,ALACHUA COUNTY,630,630,515.97,12.6,
705356,ALACHUA COUNTY,376200.19,0,344846.16,0,
955456,ALACHUA COUNTY,149014.66,0,180701.14,0,
949412,ALACHUA COUNTY,37493.35,0,50016.13,0,
317251,ALACHUA COUNTY,97636.96,0,146135.68,0,
430677,ALACHUA COUNTY,86414.32,0,135657.35,0,
954200,ALACHUA COUNTY,86414.32,0,124833.44,0,
902627,ALACHUA COUNTY,67335.83,0,92463.95,0,
692767,LEVY COUNTY,243518.4,243518.4,344727.08,0,
674266,LEVY COUNTY,59670,59670,91117.88,0,
518598,LEVY COUNTY,841440.6,841440.6,849696.82,0,
595278,LEVY COUNTY,226541.7,226541.7,322493.89,0,
406077,LEVY COUNTY,766027.31,0,1154386.31,0,
923201,LEVY COUNTY,277781.64,0,304426.46,0,
635375,LEVY COUNTY,291142.19,0,371101.48,0,
106808,LEVY COUNTY,13782.52,0,15170.18,0,
948916,LEVY COUNTY,683807.75,0,847440.2,0,
841064,LEVY COUNTY,420322.62,0,647666.73,0,
157694,LEVY COUNTY,160799.1,0,181220.58,0,
641131,LEVY COUNTY,96479.91,0,99287.95,0,
306265,LEVY COUNTY,13126,0,14752.68,0,
155232,LEVY COUNTY,47505.43,0,42677.26,0,
266856,LEVY COUNTY,433301.61,0,522520.14,0,
341048,LEVY COUNTY,124914.71,0,105912.68,0,
368540,LEVY COUNTY,95045.65,0,113707.39,0,
977611,LEVY COUNTY,95045.65,0,112777.37,0,
